SYMBOL,NAME,INDUSTRY,MARKET_CAP
UMBF,UMB Financial,Banks,4619531182
UMC,United Microelectronics,Semiconductors & Semiconductor Equipment,17649547257
UMH,UMH Properties,Equity Real Estate Investment Trusts ...,1068193389
UMPQ,Umpqua Holdings,Banks,4071876853
UNAM,Unico American,Insurance,10397525
UNB,Union Bankshares,Banks,119584822
UNCY,Unicycive Therapeutics,Biotechnology,11127101
UNF,UniFirst,Commercial Services & Supplies,3624953521
UNFI,United Natural Foods,Food & Staples Retailing,2644717023
UNH,UnitedHealth Group,Health Care Providers & Services,4.98428E+11
UNIT,Uniti Group,Equity Real Estate Investment Trusts ...,2398607610
UNM,Unum Group,Insurance,7623999999
UNP,Union Pacific,Road & Rail,1.49407E+11
UNTY,Unity Bancorp,Banks,295359100
UNVR,Univar Solutions,Trading Companies & Distributors,4396689919
UONE,Urban One,Media,286688604
UONEK,Urban One,Media,279054139
UP,Wheels Up Experience,Airports & Air Services,622898687
UPC,Universe Pharmaceuticals,Drug Manufacturers-Specialty & Generic,14287575
UPH,UpHealth,Health Information Services,130614615
UPLD,Upland Software,Software,355550424
UPS,United Parcel Service,Air Freight & Logistics,1.77582E+11
UPST,Upstart Holdings,Consumer Finance,2579545080
UPTD,TradeUP Acquisition,Blank Check / SPAC,58789485
UPWK,Upwork,Professional Services,2477478398
URBN,Urban Outfitters,Specialty Retail,2033990252
URG,Ur-Energy,"Oil, Gas & Consumable Fuels",272066110
URGN,UroGen Pharma,Biotechnology,189034347
URI,United Rentals,Trading Companies & Distributors,23250548591
UROY,Uranium Royalty,Uranium,274993215
USAC,USA Compression Partners LP,Energy Equipment & Services,1732571124
USAK,USA Truck,Road & Rail,281943961
USAP,Universal Stainless & Alloy Products,Metals & Mining,75392763
USAS,Americas Gold & Silver,Metals & Mining,99433831
USAU,U.S. Gold,Metals & Mining,36989786
USB,U.S. Bancorp,Banks,71971176418
USCB,USCB Financial Holdings,Banks-Regional,260610410
USCT,TKB Critical Technologies 1,Blank Check / SPAC,289800000
USDP,USD Partners LP,"Oil, Gas & Consumable Fuels",176243232
USEG,U.S. Energy,"Oil, Gas & Consumable Fuels",90129429
USER,UserTesting,Software-Application,655104509
USFD,US Foods Holding,Food & Staples Retailing,7272012257
USIO,"Usio, Inc.",IT Services,59505639
USLM,United States Lime & Minerals,Construction Materials,603104743
USM,United States Cellular,Wireless Telecommunication Services,2566082294
USNA,USANA Health Sciences,Personal Products,1323786950
USPH,U.S. Physical Therapy,Health Care Providers & Services,1175189554
USWS,U.S. Well Services,Oil & Gas Equipment & Services,76289796
USX,U.S. Xpress Enterprises,Road & Rail,149782062
UTAA,UTA Acquisition,Blank Check / SPAC,287068730
UTHR,United Therapeutics,Biotechnology,10032247683
UTI,Universal Technical Institute,Diversified Consumer Services,226917600
UTL,Unitil,Multi-Utilities,879547120
UTMD,Utah Medical Products,Health Care Equipment & Supplies,338242124
UTME,UTime,Consumer Electronics,14385954
UTRS,Minerva Surgical,Health Information Services,63491997
UTSI,UTStarcom Holdings,Communications Equipment,31711161
UTZ,Utz Brands,Food Products,1429708659
UUU,Universal Security Instruments,"Electronic Equipment, Instruments & C...",9112786
UUUU,Energy Fuels,"Oil, Gas & Consumable Fuels",1099894398
UVE,Universal Insurance Holdings,Insurance,387635894
UVSP,Univest Financial,Banks,751436800
UVV,Universal,Tobacco,1292112743
UWMC,UWM Holdings,Thrifts & Mortgage Finance,6420680192
UXIN,Uxin Limited,Internet & Direct Marketing Retail,282005791
V,Visa Inc.,IT Services,4.44832E+11
VABK,Virginia National Bankshares,Banks,175766877
VAC,Marriott Vacations Worldwide,"Hotels, Restaurants & Leisure",5920679381
VACC,Vaccitech,Biotechnology,153672344
VAL,Valaris,Oil & Gas Equipment & Services,3767946219
VALE,Vale S.A.,Metals & Mining,64323555317
VALN,Valneva SE,Biotechnology,1220925433
VALU,Value Line,Capital Markets,713453193
VAPO,Vapotherm,Health Care Equipment & Supplies,48054960
VAQC,Vector Acquisition II,Blank Check / SPAC,564324029
VATE,INNOVATE,Engineering & Construction,127073295
VAXX,Vaxxinity,Biotechnology,286008638
VBFC,Village Bank & Trust Financial,Banks,76760320
VBIV,VBI Vaccines,Biotechnology,284082687
VBLT,Vascular Biogenics,Biotechnology,17351093
VBNK,VersaBank,Banks-Regional,204710606
VBTX,Veritex Holdings,Banks,1767733617
VC,Visteon,Auto Components,3648842475
VCEL,Vericel,Biotechnology,1277580267
VCKA,Vickers Vantage I,Blank Check / SPAC,237590000
VCNX,Vaccinex,Biotechnology,46077228
VCSA,Vacasa,Software-Application,1756019326
VCTR,Victory Capital Holdings,Capital Markets,2021284086
VCXA,10x Capital Venture Acquisition II,Blank Check / SPAC,271304471
VCYT,Veracyte,Biotechnology,1824469741
VECO,Veeco Instruments,Semiconductors & Semiconductor Equipment,1143696381
VECT,VectivBio Holding AG,Biotechnology,246614040
VEEE,"Twin Vee PowerCats, Co.",Recreational Vehicles,28000000
VEEV,Veeva Systems,Health Care Technology,34786377651
VEL,Velocity Financial,Thrifts & Mortgage Finance,382831802
VELO,Velocity Acquisition,Blank Check / SPAC,283043740
VENA,Venus Acquisition,Blank Check / SPAC,62436000
VEON,VEON Ltd.,Wireless Telecommunication Services,822265983
VERA,Vera Therapeutics,Biotechnology,523967020
VERB,Verb Technology Company,Software,53256523
VERI,Veritone,Software,266541773
VERO,Venus Concept,Medical Devices,37029423
VERU,Veru Inc.,Personal Products,1281979888
VERV,Verve Therapeutics,Biotechnology,2025450350
VERX,Vertex,Software-Application,2035323644
VERY,Vericity,Insurance,104125000
VET,Vermilion Energy,"Oil, Gas & Consumable Fuels",4329891816
VEV,Vicinity Motor,Auto Manufacturers,63616000
VFC,VF Corporation,"Textiles, Apparel & Luxury Goods",18325309433
VFF,Village Farms International,Food Products,253896269
VGFC,The Very Good Food Company,Packaged Foods,29439592
VGR,Vector Group,Tobacco,1640837631
VGZ,Vista Gold,Metals & Mining,75494327
VHAQ,Viveon Health Acquisition,Blank Check / SPAC,104465358
VHC,VirnetX Holding,Software,135706734
VHI,Valhi,Chemicals,1186890615
VHNA,Vahanna Tech Edge Acquisition I,Blank Check / SPAC,251125499
VIA,Via Renewables,Utilities-Regulated Electric,314831484
VIAO,VIA optronics AG,Electronic Components,38510951
VIAV,Viavi Solutions,Communications Equipment,3478979583
VICI,VICI Properties,Equity Real Estate Investment Trusts ...,33534898155
VICR,Vicor,Electrical Equipment,3277233087
VIEW,"View, Inc.",Building Products,499839839
VIGL,Vigil Neuroscience,Biotechnology,206641258
VII,7GC & Co. Holdings,Blank Check / SPAC,284337500
VINC,Vincerx Pharma,Biotechnology,31165248
VINE,Fresh Vine Wine,Beverages-Wineries & Distilleries,43555089
VINO,Gaucho Group Holdings,Real Estate-Diversified,6728670
VINP,Vinci Partners Investments,Asset Management,621532287
VIOT,Viomi Technology Co.,Household Durables,108266726
VIPS,Vipshop Holdings,Internet & Direct Marketing Retail,6547667960
VIR,Vir Biotechnology,Biotechnology,3686671600
VIRC,Virco Manufacturing,Commercial Services & Supplies,73747160
VIRI,Virios Therapeutics,Biotechnology,64060699
VIRT,Virtu Financial,Capital Markets,4266224118
VIRX,Viracta Therapeutics,Biotechnology,151077853
VISL,Vislink Technologies,Communications Equipment,30061265
VIST,Vista Oil & Gas,"Oil, Gas & Consumable Fuels",776837367
VITL,Vital Farms,Farm Products,560163641
VIV,Telefonica Brasil,Telecom Services,15004236791
VIVE,Viveve Medical,Health Care Equipment & Supplies,8701800
VIVO,Meridian Bioscience,Health Care Equipment & Supplies,1423987569
VJET,Voxeljet AG,Machinery,42160260
VKTX,Viking Therapeutics,Biotechnology,274544797
VLAT,Valor Latitude Acquisition,Blank Check / SPAC,282612509
VLCN,Volcon,Auto Manufacturers,47209707
VLD,Velo3D,Computer Hardware,978129981
VLDR,Velodyne Lidar,"Electronic Equipment, Instruments & C...",343129023
VLGEA,Village Super Market,Food & Staples Retailing,327049963
VLN,Valens Semiconductor,Semiconductors,373151229
VLNS,Valens Company,Drug Manufacturers-Specialty & Generic,72719934
VLO,Valero Energy,"Oil, Gas & Consumable Fuels",44948033535
VLON,Vallon Pharmaceuticals,Biotechnology,4201965
VLRS,Controladora Vuela Compania de Aviacion,Airlines,1257110650
VLTA,Volta,Specialty Retail,440304094
VLY,Valley National Bancorp,Banks,6303945213
VMAR,Vision Marine Technologies,Leisure Products,53822585
VMC,Vulcan Materials Company,Construction Materials,23338743731
VMD,Viemed Healthcare,Health Care Providers & Services,240172589
VMEO,Vimeo,Software-Application,1212932091
VMGA,VMG Consumer Acquisition,Blank Check / SPAC,287787510
VMI,Valmont Industries,Construction & Engineering,6019189625
VMW,VMware,Software,50619756427
VNCE,Vince Holding,"Textiles, Apparel & Luxury Goods",91299750
VNDA,Vanda Pharmaceuticals,Biotechnology,582583480
VNET,21Vianet Group,IT Services,783046975
VNO,Vornado Realty Trust,Equity Real Estate Investment Trusts ...,6286982648
VNOM,Viper Energy Partners LP,"Oil, Gas & Consumable Fuels",5203188730
VNRX,VolitionRX,Health Care Equipment & Supplies,115739935
VNT,Vontier,"Electronic Equipment, Instruments & C...",3817482479
VNTR,Venator Materials,Chemicals,200090000
VOC,VOC Energy Trust,"Oil, Gas & Consumable Fuels",126140000
VOD,Vodafone Group,Wireless Telecommunication Services,41166675960
VOR,Vor Biopharma,Biotechnology,187240032
VORB,Virgin Orbit Holdings,Aerospace & Defense,1303640190
VOXX,VOXX International,Household Durables,223570655
VOYA,Voya Financial,Diversified Financial Services,6228609015
VPCB,VPC Impact Acquisition Holdings II,Blank Check / SPAC,314935035
VPG,Vishay Precision Group,"Electronic Equipment, Instruments & C...",470670615
VQS,VIQ Solutions,Software-Application,36450594
VRA,Vera Bradley,"Textiles, Apparel & Luxury Goods",144079004
VRAR,The Glimpse Group,Software-Infrastructure,78772127
VRAY,ViewRay,Health Care Equipment & Supplies,646205692
VRCA,Verrica Pharmaceuticals,Pharmaceuticals,149171583
VRDN,Viridian Therapeutics,Biotechnology,382605366
VRE,Veris Residential,REIT-Residential,1464839410
VREX,Varex Imaging,Health Care Equipment & Supplies,862239021
VRM,Vroom,Specialty Retail,245833998
VRME,VerifyMe,"Electronic Equipment, Instruments & C...",15071349
VRNA,Verona Pharma,Pharmaceuticals,719259583
VRNS,Varonis Systems,Software,3373623030
VRNT,Verint Systems,Software,3143277802
VRPX,Virpax Pharmaceuticals,Biotechnology,19446402
VRRM,Verra Mobility,IT Services,2527536115
VRSK,Verisk Analytics,Professional Services,31533262794
VRSN,VeriSign,IT Services,21164789648
VRT,Vertiv Holdings Co.,Electrical Equipment & Parts,4837397501
VRTS,Virtus Investment Partners,Capital Markets,1594767862
VRTV,Veritiv,Trading Companies & Distributors,2039835762
VRTX,Vertex Pharmaceuticals,Biotechnology,74927062900
VS,Versus Systems,Software-Application,9823729
VSAC,Vision Sensing Acquisition,Blank Check / SPAC,132539270
VSAT,ViaSat,Communications Equipment,2914059770
VSCO,Victoria's Secret & Co.,Apparel Retail,3236753632
VSEC,VSE Corporation,Commercial Services & Supplies,516893760
VSH,Vishay Intertechnology,"Electronic Equipment, Instruments & C...",2948344822
VST,Vistra,Independent Power and Renewable Elect...,10942369784
VSTA,Vasta Platform,Education & Training Services,434158400
VSTM,Verastem,Biotechnology,225496799
VSTO,Vista Outdoor,Leisure Products,1725298682
VTAQ,Ventoux CCM Acquisition,Blank Check / SPAC,220368750
VTEX,VTEX,Software-Application,827155518
VTGN,VistaGen Therapeutics,Biotechnology,36162171
VTIQ,VectoIQ Acquisition II,Blank Check / SPAC,433206000
VTNR,Vertex Energy,"Oil, Gas & Consumable Fuels",533042047
VTOL,Bristow Group,Oil & Gas Equipment & Services,794226166
VTR,Ventas,Equity Real Estate Investment Trusts ...,20605204479
VTRS,Viatris,Pharmaceuticals,13287136252
VTRU,Vitru,Education & Training Services,492168246
VTSI,VirTra,Aerospace & Defense,58191409
VTVT,vTv Therapeutics,Biotechnology,96661247
VTYX,Ventyx Biosciences,Biotechnology,866489146
VUZI,Vuzix,Household Durables,581924606
VVI,Viad Corp,Commercial Services & Supplies,849387186
VVNT,Vivint Smart Home,Security & Protection Services,1270224894
VVOS,Vivos Therapeutics,Medical Devices,29915727
VVPR,VivoPower International,Independent Power and Renewable Elect...,27311725
VVV,Valvoline,Chemicals,5248643059
VVX,"V2X, Inc.",Aerospace & Defense,1151762530
VWE,Vintage Wine Estates,Beverages-Wineries & Distilleries,394318653
VXRT,Vaxart,Biotechnology,514879452
VYGG,Vy Global Growth,Blank Check / SPAC,715875000
VYGR,Voyager Therapeutics,Biotechnology,250436448
VYNE,VYNE Therapeutics,Biotechnology,17624459
VYNT,Vyant Bio,Biotechnology,23818485
VZ,Verizon Communications,Diversified Telecommunication Services,1.88063E+11
VZIO,VIZIO Holding,Household Durables,2375004661
VZLA,Vizsla Silver,Other Industrial Metals & Mining,198528943
W,Wayfair,Internet & Direct Marketing Retail,8258946539
WAB,Westinghouse Air Brake Technologies,Machinery,17187188728
WABC,Westamerica Bancorporation,Banks,1611675774
WAFD,Washington Federal,Thrifts & Mortgage Finance,2262833648
WAFU,Wah Fu Education Group,Diversified Consumer Services,11810612
WAL,Western Alliance Bancorporation,Banks,9079277496
WALD,Waldencast,Software-Application,823947907
WARR,Warrior Technologies Acquisition Company,Blank Check / SPAC,344655000
WASH,Washington Trust Bancorp,Banks,937198638
WAT,Waters,Life Sciences Tools & Services,19856045958
WATT,Energous,Electrical Equipment,104809488
WAVC,Waverley Capital Acquisition 1,Blank Check / SPAC,261873290
WAVD,WaveDancer,Information Technology Services,21666892
WAVE,Eco Wave Power Global AB (publ),Software,29322818
WB,Weibo,Interactive Media & Services,4631883764
WBA,Walgreens Boots Alliance,Food & Staples Retailing,34630778871
WBD,Warner Bros. Discovery,Entertainment,33209430009
WBEV,"Winc, Inc.",Beverages-Wineries & Distilleries,19027296
WBS,Webster Financial,Banks,8594765822
WBX,Wallbox,Electronic Components,1746985213
WCC,WESCO International,Trading Companies & Distributors,6978725275
WCN,Waste Connections,Commercial Services & Supplies,35738218382
WD,Walker & Dunlop,Thrifts & Mortgage Finance,3696090570
WDAY,Workday,Software,42184318837
WDC,Western Digital,"Technology Hardware, Storage & Periph...",15364022227
WDFC,WD-40 Company,Household Products,2600244194
WDH,Waterdrop,Insurance-Diversified,483765151
WDS,Woodside Energy Group,Oil & Gas E&P,42967138288
WE,WeWork,Real Estate Management & Development,4423154171
WEAV,Weave Communications,Software-Application,389414075
WEBR,Weber,"Furnishings, Fixtures & Appliances",1987278714
WEC,WEC Energy Group,Multi-Utilities,32909334488
WEJO,Wejo Group,Software-Infrastructure,165665855
WEL,Integrated Wellness Acquisition,Blank Check / SPAC,144037500
WELL,Welltower,Equity Real Estate Investment Trusts ...,37639544775
WEN,The Wendy's Company,"Hotels, Restaurants & Leisure",4561318906
WERN,Werner Enterprises,Road & Rail,2726339820
WES,Western Midstream Partners LP,"Oil, Gas & Consumable Fuels",10909482991
WETF,WisdomTree Investments,Capital Markets,781297980
WEX,WEX Inc.,IT Services,7323623873
WEYS,Weyco Group,Distributors,263557629
WF,Woori Financial Group,Banks,6907366400
WFC,Wells Fargo & Company,Banks,1.71636E+11
WFCF,Where Food Comes From,Software,68009142
WFG,West Fraser Timber Company,Paper & Forest Products,8225284019
WFRD,Weatherford International,Oil & Gas Equipment & Services,1660638716
WGO,Winnebago Industries,Automobiles,2035748940
WH,Wyndham Hotels & Resorts,"Hotels, Restaurants & Leisure",6222530515
WHD,Cactus,Energy Equipment & Services,3191432675
WHF,WhiteHorse Finance,Capital Markets,333538485
WHG,Westwood Holdings Group,Capital Markets,104904607
WHLM,Wilhelmina International,Commercial Services & Supplies,25925948
WHLR,Wheeler Real Estate Investment Trust,Equity Real Estate Investment Trusts ...,20321256
WHR,Whirlpool,Household Durables,9089770422
WILC,G. Willi-Food International,Food & Staples Retailing,221178634
WIMI,WiMi Hologram Cloud,Advertising Agencies,168213520
WINA,Winmark,Specialty Retail,775029239
WING,Wingstop,"Hotels, Restaurants & Leisure",4057589215
WINT,Windtree Therapeutics,Biotechnology,11436071
WINV,WinVest Acquisition,Blank Check / SPAC,143749980
WIRE,Encore Wire,Electrical Equipment,2450180487
WISA,Summit Wireless Technologies,Semiconductors & Semiconductor Equipment,12142881
WISH,ContextLogic,Internet & Direct Marketing Retail,1112199935
WIT,Wipro,IT Services,29701177339
WIX,Wix.com,IT Services,4353956280
WK,Workiva,Software,3861517039
WKEY,WISeKey International Holding AG,Software,26118770
WKHS,Workhorse Group,Auto Components,643502078
WKME,WalkMe,Software-Application,1036048500
WKSP,Worksport,Auto Parts,38592267
WLDN,Willdan Group,Professional Services,373226981
WLFC,Willis Lease Finance,Trading Companies & Distributors,243454008
WLK,Westlake Chemical,Chemicals,13208134626
WLKP,Westlake Chemical Partners LP,Chemicals,895150073
WLMS,Williams Industrial Services Group,Construction & Engineering,37184420
WLY,John Wiley & Sons,Publishing,2962767840
WLYB,John Wiley & Sons,Publishing,2898066384
WM,Waste Management,Commercial Services & Supplies,70159654846
WMB,The Williams Companies,"Oil, Gas & Consumable Fuels",41356906469
WMC,Western Asset Mortgage Capital,Mortgage Real Estate Investment Trust...,91384800
WMG,Warner Music Group,Entertainment,15430024170
WMK,Weis Markets,Food & Staples Retailing,2146492399
WMPN,William Penn Bancorporation,Thrifts & Mortgage Finance,171682558
WMS,Advanced Drainage Systems,Building Products,12063503297
WMT,Walmart,Food & Staples Retailing,3.55856E+11
WNC,Wabash National,Machinery,893812864
WNEB,Western New England Bancorp,Thrifts & Mortgage Finance,198094152
WNS,WNS (Holdings),IT Services,4173637098
WNW,Wunong Net Technology Company,Internet Retail,22682535
WOLF,Wolfspeed,Semiconductors,10544829405
WOOF,Petco Health And Wellness Company,Specialty Retail,4124611322
